datetime,open,high,low,close
2019-09-26 12:00:00,167.5,168.080002,159.5,160.14000
2019-09-26 16:00:00,159.61000,165.50999,153.22000,165.14999
2019-09-26 20:00:00,165.21001,167.71001,162.32001,165.83000
2019-09-27 00:00:00,165.91000,166.45000,163.75999,165.20000
2019-09-27 04:00:00,165.41000,167.49001,164,167
2019-09-27 08:00:00,166.97000,167.57001,164.36000,165.17999
2019-09-27 12:00:00,165.39000,166.39999,161.36000,163.72000
2019-09-27 16:00:00,164.070007,168.10001,163.46001,167.59000
2019-09-27 20:00:00,167.27000,176.58000,167.27000,173.75999
2019-09-28 00:00:00,173.89000,175.34000,173.17000,174.57001
2019-09-28 04:00:00,174.91000,174.97000,173.20000,174.64999
2019-09-28 08:00:00,174.47000,175,172.50999,172.50999
2019-09-28 12:00:00,172.41000,172.70000,168.36000,169.75999
2019-09-28 16:00:00,170.080002,175.11000,169.029999,173.50999
2019-09-28 20:00:00,173.57001,174.84000,170.53999,173.57001
2019-09-29 00:00:00,173.67000,174.36000,170.91000,171.17999
2019-09-29 04:00:00,171.029999,171.77000,169.11000,169.98000
2019-09-29 08:00:00,169.95000,171.21001,168.59000,169.42000
2019-09-29 12:00:00,169.34000,169.34000,164.50999,167.21001
2019-09-29 16:00:00,167.32001,169.75,165.74001,167.10001
2019-09-29 20:00:00,166.89999,171.60001,166.35001,169.23000
2019-09-30 00:00:00,169.75,169.85001,167.50999,168.25
2019-09-30 04:00:00,168.35001,168.35001,165.47000,166.81000
2019-09-30 08:00:00,166.71001,174.62000,166.42000,172.91000
2019-09-30 12:00:00,172.80000,178.80000,171.75999,178.80000
2019-09-30 16:00:00,179.53999,179.94000,176.71001,177.80000
2019-09-30 20:00:00,177.80000,180.89000,175.49001,180.55000
2019-10-01 00:00:00,181.37000,185.31000,177.97000,182.30000
2019-10-01 04:00:00,182.22000,183.59000,179.35001,180.86000
2019-10-01 08:00:00,180.75,180.75,177.37000,180.25999
2019-10-01 12:00:00,180.36000,182.25,176.5,179.22000
2019-10-01 16:00:00,178.96001,179.80000,173.52000,176.17000
2019-10-01 20:00:00,176.020004,177.92999,174.98000,175.66000
2019-10-02 00:00:00,175.66000,177.35001,174.56000,175.50999
2019-10-02 04:00:00,175.53000,176.070007,173.72000,175.080002
2019-10-02 08:00:00,175.080002,177.30000,175.080002,176.98000
2019-10-02 12:00:00,177.17000,178.0099945,174.83000,175.62000
2019-10-02 16:00:00,175.41000,177.74001,175.17000,177.63000
2019-10-02 20:00:00,177.78999,180.80000,176.5,180.32001
2019-10-03 00:00:00,180.39000,180.64000,178.82001,179.11000
2019-10-03 04:00:00,179.19000,179.80000,176.21001,177.22000
2019-10-03 08:00:00,177.039993,177.86000,175.46001,176.31000
2019-10-03 12:00:00,176.050003,176.70000,170.49001,171.94000
2019-10-03 16:00:00,171.77000,174.20000,170.31000,172.28000
2019-10-03 20:00:00,172.53000,176.050003,172.19000,174.52000
2019-10-04 00:00:00,174.69000,174.85001,172.14999,172.85001
2019-10-04 04:00:00,172.87000,174.53999,170.92000,174.36000
2019-10-04 08:00:00,174.38000,175.27000,172.33000,174.80000
2019-10-04 12:00:00,174.75,175.92999,173.82001,175.19000
2019-10-04 16:00:00,175.38000,178.30000,174.64999,177.5
2019-10-04 20:00:00,177.55000,178.85001,175.52000,175.59000
2019-10-05 00:00:00,175.64999,175.98000,174.42000,175.84000
2019-10-05 04:00:00,175.80000,176.64999,175.059998,175.42999
2019-10-05 08:00:00,175.25999,175.27000,173.44000,174.25999
2019-10-05 12:00:00,174.19000,175.85001,172.28000,175.85001
2019-10-05 16:00:00,175.87000,176.53000,173.66000,174.5
2019-10-05 20:00:00,174.33000,176.53000,173.73000,176.20000
2019-10-06 00:00:00,176.28999,176.67000,174.5,174.64999
2019-10-06 04:00:00,174.58000,175.42999,173.45000,173.66000
2019-10-06 08:00:00,173.5,174.73000,172.27000,173.64999
2019-10-06 12:00:00,173.67999,174.28999,170.36000,173.52000
2019-10-06 16:00:00,173.64999,173.85001,168.17000,169.32001
2019-10-06 20:00:00,169.39000,171.71001,168.50999,170.10001
2019-10-07 00:00:00,170.22000,172.53000,168.75,171.69000
2019-10-07 04:00:00,171.75999,172.35001,170.25,171.41000
2019-10-07 08:00:00,171.53999,175.88000,171.53999,174.75
2019-10-07 12:00:00,174.75,178.27000,174.75,177.39999
2019-10-07 16:00:00,177.67999,182.039993,176.50999,180.28999
2019-10-07 20:00:00,180.39000,181.98000,178.56000,179.85001
2019-10-08 00:00:00,179.95000,184.58000,179.61000,182.33000
2019-10-08 04:00:00,182.20000,183.080002,180.84000,180.98000
2019-10-08 08:00:00,180.91000,181.53999,179.52000,180.67999
2019-10-08 12:00:00,180.42000,181.5,178.31000,179.089996
2019-10-08 16:00:00,179.17999,180.23000,178.32001,178.64000
2019-10-08 20:00:00,178.73000,181.12000,177.5,180.58000
2019-10-09 00:00:00,180.88000,182.050003,179.42000,179.67999
2019-10-09 04:00:00,179.5,181.95000,179.5,181.17000
2019-10-09 08:00:00,181.25999,184.20000,180.67000,183.58000
2019-10-09 12:00:00,183.48000,192.56000,181.70000,190.49001
2019-10-09 16:00:00,190.75,194.020004,190.050003,191.60001
2019-10-09 20:00:00,191.71001,195.32001,190.46001,192.77000
2019-10-10 00:00:00,192.62000,193.75,191.41000,192.81000
2019-10-10 04:00:00,193.10001,194.20000,191.86000,192.32001
2019-10-10 08:00:00,192.31000,192.57001,187.60001,189.30000
2019-10-10 12:00:00,189.14999,192.38000,187.67999,191.97000
2019-10-10 16:00:00,191.82001,193.029999,189.56000,191.47000
2019-10-10 20:00:00,191.63000,193,190.31000,191.17000
2019-10-11 00:00:00,191.42000,192.46001,189.050003,192.16000
2019-10-11 04:00:00,192.42999,196.38000,185.28999,186.25999
2019-10-11 08:00:00,186.22000,186.42000,183.64000,183.84000
2019-10-11 12:00:00,183.95000,185.88000,183.38000,184.47000
2019-10-11 16:00:00,184.089996,184.69000,180.53000,181.75999
2019-10-11 20:00:00,181.75999,182.11000,179.55000,180.57001
2019-10-12 00:00:00,180.67999,183.78000,180.67999,182.63000
2019-10-12 04:00:00,182.96001,184.48000,182.77000,183.53999
2019-10-12 08:00:00,183.58000,184.5,182.14000,182.73000
2019-10-12 12:00:00,182.75,184.039993,182.11000,183.14999
2019-10-12 16:00:00,183.059998,183.62000,177.94000,179.52000
2019-10-12 20:00:00,179.35001,181.17000,179.12000,179.75999
2019-10-13 00:00:00,179.67999,183.24001,178.98000,181.99001
2019-10-13 04:00:00,182.029999,182.30000,180.41000,181.35001
2019-10-13 08:00:00,181.34000,183.11000,181.14999,182.48000
2019-10-13 12:00:00,182.62000,184.0099945,182.59000,183.87000
2019-10-13 16:00:00,183.95000,184.31000,182.80000,183
2019-10-13 20:00:00,182.96001,182.96001,178.63000,181.089996
2019-10-14 00:00:00,180.96001,182.86000,180.50999,182.24001
2019-10-14 04:00:00,182.44000,183.92999,181.89999,182.60001
2019-10-14 08:00:00,182.70000,183.83000,182.58000,182.61000
2019-10-14 12:00:00,182.45000,183.35001,181.55000,181.77000
2019-10-14 16:00:00,181.75,187.21001,180.89000,185.85001
2019-10-14 20:00:00,186.070007,187.050003,185.31000,186.63000
2019-10-15 00:00:00,186.73000,187.94000,185.16000,185.33000
2019-10-15 04:00:00,185.28000,185.46001,183.38000,183.58000
2019-10-15 08:00:00,183.31000,184.46001,182.34000,183.89999
2019-10-15 12:00:00,183.70000,184.37000,181.11000,183.52000
2019-10-15 16:00:00,183.42999,183.42999,178.5,180.070007
2019-10-15 20:00:00,180.0099945,180.69000,178.039993,180.47000
2019-10-16 00:00:00,180.49001,181.19000,179.34000,179.53999
2019-10-16 04:00:00,179.64000,180.31000,178.37000,178.84000
2019-10-16 08:00:00,178.70000,179.44000,176.27000,176.59000
2019-10-16 12:00:00,176.20000,176.73000,172.88000,173.46001
2019-10-16 16:00:00,172.99001,175.039993,172.67999,173.60001
2019-10-16 20:00:00,173.66000,175.61000,173.33000,174.59000
2019-10-17 00:00:00,174.46001,174.62000,173.44000,173.69000
2019-10-17 04:00:00,173.71001,174.42000,172.70000,174.36000
2019-10-17 08:00:00,174.32001,177.62000,174.32001,176.21001
2019-10-17 12:00:00,176.28000,177.81000,175.64999,177.22000
2019-10-17 16:00:00,177.16000,178.80000,176.41000,176.42999
2019-10-17 20:00:00,176.42999,177.37000,175.31000,177.16000
2019-10-18 00:00:00,177.32001,177.32001,175.62000,176.020004
2019-10-18 04:00:00,175.92000,176.19000,172.83000,172.95000
2019-10-18 08:00:00,172.91000,172.91000,169.020004,172.13000
2019-10-18 12:00:00,172.34000,172.75999,170.92999,172.25999
2019-10-18 16:00:00,172.25,175.31000,172.13000,174.059998
2019-10-18 20:00:00,174.20000,174.25999,172.49001,172.71001
2019-10-19 00:00:00,172.94000,174.080002,171.33000,173.67000
2019-10-19 04:00:00,173.71001,173.85001,172.60001,173.41000
2019-10-19 08:00:00,173.45000,174.77000,172.83000,173.31000
